City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,43.39,100,75,4.47,broken clouds
350,Fortuna,US,40.5982,-124.1573,55.74,52,24,4.07,few clouds
351,Lasa,IT,46.6166,10.7002,80.62,70,54,2.26,broken clouds
352,Vilhena,BR,-12.7406,-60.1458,80.82,39,0,9.22,clear sky
353,Brentwood,US,40.7812,-73.2462,95.36,67,20,4.0,few clouds
354,Methoni,GR,36.8197,21.7049,91.26,69,18,10.07,few clouds
355,Ossora,RU,59.2353,163.0719,54.97,77,80,2.39,broken clouds
356,Bay Saint Louis,US,30.3088,-89.33,92.32,61,66,6.42,moderate rain
357,Laguna,US,38.421,-121.4238,94.84,51,1,3.44,clear sky
358,Clyde River,CA,70.4692,-68.5914,41.23,87,90,3.44,light rain
359,Arys,KZ,42.4252,68.795,82.62,31,0,14.05,clear sky
360,Alexandria,EG,31.2156,29.9553,86.54,66,0,13.8,clear sky
361,Ust-Omchug,RU,61.15,149.6333,57.36,86,36,5.82,scattered clouds
362,Omboue,GA,-1.5746,9.2618,77.94,73,69,11.3,broken clouds
363,Kogon,UZ,39.7228,64.5517,87.44,34,0,11.5,clear sky
364,Kintampo,GH,8.0563,-1.7306,77.16,85,75,6.49,moderate rain
365,Hambantota,LK,6.1241,81.1185,80.76,75,100,16.62,overcast clouds
366,Kitimat,CA,54.0524,-128.6534,67.91,74,4,5.44,clear sky
367,Abnub,EG,27.2696,31.1511,98.82,16,0,8.88,clear sky
368,Shimoda,JP,34.6667,138.95,77.63,90,100,15.82,overcast clouds
369,Alofi,NU,-19.0595,-169.9187,67.89,77,100,8.05,overcast clouds
370,Pendleton,US,45.6721,-118.7886,89.91,19,23,5.61,few clouds
371,Tuy Hoa,VN,13.0833,109.3,78.04,87,99,6.13,overcast clouds
372,Kiama,AU,-34.6833,150.8667,50.25,71,0,6.58,clear sky
373,Siparia,TT,10.1333,-61.5,80.78,87,94,3.0,overcast clouds
374,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.6,94,75,2.3,broken clouds
375,Nova Borova,UA,50.693,28.6345,65.88,60,46,10.49,scattered clouds
376,At-Bashi,KG,41.1702,75.8106,57.97,54,5,3.04,clear sky
377,Mount Isa,AU,-20.7333,139.5,65.97,32,0,14.97,clear sky
378,Aksay,RU,47.26,39.87,77.68,79,79,3.69,light rain
379,Placido De Castro,BR,-10.3353,-67.1856,93.76,25,28,5.84,scattered clouds
380,Ilula,TZ,-7.6766,36.0366,59.83,65,1,5.5,clear sky
381,Andros Town,BS,24.7,-77.7667,84.16,69,34,16.08,scattered clouds
382,Salalah,OM,17.0151,54.0924,76.48,88,83,5.75,broken clouds
383,Beckley,US,37.7782,-81.1882,84.09,72,40,1.99,scattered clouds
384,Narsaq,GL,60.9167,-46.05,55.04,59,56,3.98,broken clouds
385,Pindwara,IN,24.8,73.0667,79.23,71,39,5.23,scattered clouds
386,Rakiv Lis,UA,51.6217,24.9243,64.94,68,85,7.31,overcast clouds
387,Cabra,ES,37.4725,-4.4421,108.84,25,3,1.01,clear sky
388,Seoul,KR,37.5683,126.9778,76.48,78,75,1.14,broken clouds
389,Chanute,US,37.6792,-95.4572,91.45,56,9,17.31,clear sky
390,Sembakung,ID,3.8167,117.25,78.73,99,99,1.32,overcast clouds
391,Barraute,CA,48.4335,-77.6328,78.19,43,100,11.9,overcast clouds
392,Djibo,BF,14.1022,-1.6306,84.81,51,100,5.64,overcast clouds
393,Batemans Bay,AU,-35.7167,150.1833,44.91,80,0,4.59,clear sky
394,Cedar City,US,37.6775,-113.0619,83.39,32,1,0.0,clear sky
395,Inhambane,MZ,-23.865,35.3833,75.18,78,0,20.71,clear sky
396,Leh,IN,34.1667,77.5833,68.29,22,11,4.85,few clouds
397,Loukhi,RU,66.0764,33.0381,63.73,69,98,2.44,overcast clouds
398,Newry,GB,54.1784,-6.3374,67.1,69,15,15.17,few clouds
399,Roald,NO,62.5833,6.1333,68.11,82,0,9.22,clear sky
400,Geraldton,AU,-28.7667,114.6,46.81,87,5,1.14,clear sky
401,Krasnoselkup,RU,65.7,82.4667,48.69,71,5,5.86,clear sky
402,Huarmey,PE,-10.0681,-78.1522,68.7,66,60,10.25,broken clouds
403,Jiaocheng,CN,24.6774,116.1389,78.26,96,100,2.37,overcast clouds
404,Lishui,CN,28.4604,119.9103,77.81,95,92,0.6,overcast clouds
405,Anloga,GH,5.7947,0.8973,80.82,82,43,11.74,scattered clouds
406,Brigantine,US,39.4101,-74.3646,95.2,69,81,9.98,broken clouds
407,Buala,SB,-8.145,159.5921,77.95,84,100,8.61,overcast clouds
408,Zwedru,LR,6.0667,-8.1281,73.58,97,100,4.72,light rain
409,Christchurch,NZ,-43.5333,172.6333,46.6,93,75,10.36,broken clouds
410,West Bay,KY,19.3667,-81.4167,89.67,71,40,3.0,scattered clouds
411,Westport,US,41.1415,-73.3579,95.36,62,66,1.01,broken clouds
412,Eston,CA,51.1501,-108.7514,68.13,44,26,13.85,scattered clouds
413,Mayuge,UG,0.4597,33.4803,69.15,76,65,3.38,broken clouds
414,Surt,LY,31.2089,16.5887,85.55,71,0,11.79,clear sky
415,Wharton,US,29.3116,-96.1027,94.08,58,1,8.05,clear sky
416,Colombia,CU,20.9881,-77.4297,90.43,52,7,9.46,clear sky
417,Bolivar,US,37.6145,-93.4105,93.83,59,1,4.0,clear sky
418,Sfantu Gheorghe,RO,45.8667,25.7833,69.82,58,41,4.36,scattered clouds
419,Alekseyevka,RU,50.6309,38.6903,75.63,53,100,6.11,light rain
420,Xingcheng,CN,40.6167,120.7167,67.91,85,5,7.29,light rain
421,Hay River,CA,60.8156,-115.7999,53.58,87,75,4.61,light rain
422,Kabalo,CD,-6.05,26.9167,86.79,21,13,2.57,few clouds
423,Biltine,TD,14.5333,20.9167,87.19,50,44,6.89,scattered clouds
424,Strezhevoy,RU,60.7333,77.5889,53.58,72,6,6.64,clear sky
425,Lorengau,PG,-2.0226,147.2712,80.74,77,67,4.63,broken clouds
426,Abay,KZ,49.6311,72.8539,61.18,66,93,15.5,overcast clouds
427,Petatlan,MX,17.5167,-101.2667,86.99,55,63,3.42,broken clouds
428,Poltavka,RU,54.3663,71.7632,55.92,66,71,9.1,broken clouds
429,Longyearbyen,SJ,78.2186,15.6401,46.24,87,90,17.27,light intensity drizzle
430,Kon Tum,VN,14.35,108.0,71.22,98,100,1.92,overcast clouds
431,Krasnogorsk,RU,55.8225,37.3181,73.65,78,40,6.71,scattered clouds
432,Poso,ID,-1.3959,120.7524,76.35,83,58,6.06,broken clouds
433,Araxa,BR,-19.5933,-46.9406,80.56,24,0,5.75,clear sky
434,Bodden Town,KY,19.2833,-81.25,89.6,75,40,3.0,scattered clouds
435,Shingu,JP,33.7333,135.9833,77.92,91,100,7.56,overcast clouds
436,Tabou,CI,4.423,-7.3528,78.46,79,97,12.93,light rain
437,Borogontsy,RU,62.6683,131.1683,61.36,92,5,2.57,clear sky
438,Cochrane,CA,51.1834,-114.4687,69.69,36,1,4.61,clear sky
439,Abu Samrah,SY,35.3029,37.1841,88.43,32,0,14.56,clear sky
440,Catamarca,AR,-28.4696,-65.7852,67.77,39,2,7.0,clear sky
441,Nagahama,JP,35.3833,136.2667,74.68,100,100,4.63,overcast clouds
442,Belyy Yar,RU,53.6039,91.3903,67.89,73,0,8.95,light rain
443,Manaus,BR,-3.1019,-60.025,90.1,70,0,3.44,clear sky
444,Harper,LR,4.375,-7.7169,78.69,77,96,13.89,light rain
445,Flinders,AU,-34.5833,150.8552,50.2,75,0,3.0,clear sky
446,Nhamunda,BR,-2.1861,-56.7131,99.28,31,46,3.8,scattered clouds
447,Druzhnaya Gorka,RU,59.2761,30.1425,63.68,81,100,5.91,light rain
448,Peterhead,GB,57.5058,-1.7981,64.8,73,100,22.53,overcast clouds
449,Shymkent,KZ,42.3,69.6,79.39,26,0,8.95,clear sky
450,Singaraja,ID,-8.112,115.0882,78.24,84,54,4.76,broken clouds
451,Nyurba,RU,63.2842,118.3319,59.7,71,55,2.35,broken clouds
452,Quepos,CR,9.4236,-84.1652,90.05,74,85,4.21,overcast clouds
453,Ararat,AM,39.8317,44.7049,86.34,30,88,3.29,overcast clouds
454,Gracac,HR,44.3006,15.8547,87.55,32,5,9.44,clear sky
455,Tahta,EG,26.7693,31.5021,98.92,15,0,11.18,clear sky
456,San Quintin,MX,30.4833,-115.95,79.88,55,0,6.6,clear sky
457,Olinda,BR,-8.0089,-34.8553,82.13,65,40,13.8,scattered clouds
458,Caravelas,BR,-17.7125,-39.2481,76.93,63,79,7.96,broken clouds
459,Mandalgovi,MN,45.7625,106.2708,68.38,44,80,12.3,broken clouds
460,Am Timan,TD,11.0297,20.2827,74.37,90,99,4.83,light rain
461,Conceicao Da Barra,BR,-18.5933,-39.7322,77.97,58,34,10.0,scattered clouds
462,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,16,0,24.16,clear sky
463,Songea,TZ,-10.6833,35.65,64.33,44,3,3.53,clear sky
464,Pangody,RU,65.85,74.4859,64.18,52,74,7.45,broken clouds
465,Belaya Kholunitsa,RU,58.84,50.8528,60.89,70,49,6.17,scattered clouds
466,Ziro,IN,27.6333,93.8333,61.32,100,100,0.74,overcast clouds
467,Ketchikan,US,55.3422,-131.6461,65.61,73,59,5.66,broken clouds
468,Komsomolets,KZ,53.7453,62.0708,58.06,49,2,7.07,clear sky
469,Kawalu,ID,-7.3817,108.2082,71.13,96,78,0.89,broken clouds
470,Ratnagiri,IN,16.9833,73.3,79.7,84,86,6.46,overcast clouds
471,Novyy Urengoy,RU,66.0833,76.6333,60.39,56,71,8.21,broken clouds
472,Honiara,SB,-9.4333,159.95,75.29,87,100,4.9,overcast clouds
473,Coihaique,CL,-45.5752,-72.0662,49.95,62,0,8.05,clear sky
474,Yinchuan,CN,38.4681,106.2731,72.3,55,85,6.82,overcast clouds
475,Karratha,AU,-20.7377,116.8463,66.02,21,0,10.27,clear sky
476,Zhaotong,CN,27.3167,103.7167,65.12,99,100,4.68,overcast clouds
477,Malanje,AO,-9.5402,16.341,79.45,11,0,1.7,clear sky
478,Tessalit,ML,20.1986,1.0114,106.75,9,3,9.44,clear sky
479,Ankazoabo,MG,-22.2833,44.5167,66.15,49,0,3.98,clear sky
480,Mayo,US,38.8876,-76.5119,98.42,69,21,8.01,few clouds
481,Phalaborwa,ZA,-23.943,31.1411,81.68,21,0,6.8,clear sky
482,Zemio,CF,5.0314,25.1361,71.2,94,86,1.45,light rain
483,Pericos,MX,25.05,-107.7,78.85,75,100,3.27,overcast clouds
484,Amuntai,ID,-2.4177,115.2494,74.03,97,95,1.1,overcast clouds
485,Marshfield,US,44.6689,-90.1718,70.2,72,56,6.44,broken clouds
486,Muravlenko,RU,63.7898,74.523,59.14,56,79,7.58,broken clouds
487,Rudnogorsk,RU,57.2639,103.7519,61.77,64,74,1.95,broken clouds
488,Hoi An,VN,15.8794,108.335,78.76,86,100,7.43,overcast clouds
489,Canala,NC,-21.5333,165.95,59.49,72,39,7.31,scattered clouds
490,Komsomolskiy,UZ,40.4272,71.7189,88.52,13,7,9.22,clear sky
491,Ulaangom,MN,49.9811,92.0667,63.7,63,18,3.42,few clouds
492,Tura,IN,25.5198,90.2201,75.16,98,100,8.08,overcast clouds
493,Nanae,JP,41.8833,140.6833,62.85,91,99,7.7,overcast clouds
494,Wakkanai,JP,45.4094,141.6739,58.91,68,1,6.35,clear sky
495,Mlonggo,ID,-6.5333,110.7,78.24,79,54,5.46,broken clouds
496,San Lawrenz,MT,36.0553,14.204,87.85,57,0,5.99,clear sky
497,Karagach,RU,43.8053,43.775,84.31,59,82,3.06,light rain
498,Praia,CV,14.9215,-23.5087,86.54,51,20,17.27,few clouds
499,Chumikan,RU,54.7183,135.315,60.42,79,6,10.42,clear sky
500,Molina,CL,-35.1167,-71.2833,42.53,100,90,3.44,mist
501,Richards Bay,ZA,-28.783,32.0377,66.2,68,98,18.99,light rain
502,Ariquemes,BR,-9.9133,-63.0408,97.97,21,89,4.72,overcast clouds
503,Flin Flon,CA,54.7682,-101.865,53.44,54,75,19.57,broken clouds
504,Kuah,MY,6.3265,99.8432,80.6,89,20,2.3,few clouds
505,Port Lincoln,AU,-34.7333,135.8667,52.74,83,73,7.54,broken clouds
506,Gouyave,GD,12.1646,-61.7296,86.77,66,75,11.5,broken clouds
507,Sergeyevka,KZ,53.88,67.4158,54.07,68,0,8.37,clear sky
508,Agboville,CI,5.928,-4.2132,80.11,71,95,6.69,overcast clouds
509,Rincon,US,32.296,-81.2354,91.9,64,7,0.72,clear sky
510,Broome,US,42.2506,-75.833,89.17,76,19,3.0,few clouds
511,Lazo,RU,43.3817,133.9014,54.28,96,72,2.1,broken clouds
512,Huntsville,US,34.7304,-86.5861,88.92,71,40,4.0,scattered clouds
513,Guangyuan,CN,32.442,105.823,66.67,96,100,5.32,overcast clouds
514,Tucupita,VE,9.0622,-62.051,86.65,68,65,4.83,broken clouds
515,Larsnes,NO,62.2028,5.5773,67.8,80,100,4.05,light rain
516,Marsa Matruh,EG,31.3525,27.2453,84.4,79,0,13.8,clear sky
517,Deep River,CA,46.1001,-77.4995,78.94,83,98,8.68,overcast clouds
518,Itaituba,BR,-4.2761,-55.9836,95.16,52,20,5.75,few clouds
519,Soyo,AO,-6.1349,12.3689,75.16,84,54,8.95,broken clouds
520,Mamontovo,RU,52.7055,81.6244,58.14,97,74,8.68,broken clouds
521,Kahului,US,20.8947,-156.47,73.42,78,20,9.22,few clouds
522,Luwuk,ID,-0.9516,122.7875,76.08,88,59,6.13,broken clouds
523,Luis Correia,BR,-2.8792,-41.6669,87.8,70,40,17.27,scattered clouds
524,Parrita,CR,9.5201,-84.3225,90.52,71,78,4.45,broken clouds
525,Sao Borja,BR,-28.6606,-56.0044,59.81,37,99,10.71,overcast clouds
526,Soe,ID,-9.8607,124.284,65.55,90,67,5.23,broken clouds
527,Beyneu,KZ,45.3167,55.2,87.66,28,0,16.13,clear sky
528,Ojo Caliente,MX,22.5708,-102.2519,70.74,36,22,6.06,few clouds
529,Kimberley,ZA,-28.7323,24.7623,53.29,20,0,6.91,clear sky
530,Maues,BR,-3.3836,-57.7186,101.48,23,33,3.27,scattered clouds
531,Ugoofaaru,MV,5.6667,73.0,82.96,76,86,17.49,overcast clouds
532,Sabang,ID,5.8933,95.3214,81.91,75,89,22.59,overcast clouds
533,Zmeinogorsk,RU,51.1567,82.195,56.73,80,59,5.93,broken clouds
534,Ekhabi,RU,53.5102,142.9671,51.75,88,3,9.1,clear sky
535,Grand Gaube,MU,-20.0064,57.6608,72.37,83,18,7.0,few clouds
536,Fairbanks,US,64.8378,-147.7164,55.36,85,90,0.0,overcast clouds
537,Bestobe,KZ,52.4994,73.0975,57.13,84,99,14.88,overcast clouds
538,Zhigansk,RU,66.7697,123.3711,57.74,60,99,1.83,overcast clouds
539,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,86.47,31,0,1.19,clear sky
540,Hauterive,FR,46.0901,3.4459,82.09,85,42,6.58,scattered clouds
541,Aksarka,RU,66.5606,67.7975,61.5,54,93,3.53,overcast clouds
542,Adrar,MR,20.5022,-10.0711,108.63,10,48,18.54,scattered clouds
543,Palembang,ID,-2.9167,104.7458,74.59,88,100,3.56,overcast clouds
544,Andenes,NO,69.3143,16.1194,55.38,88,75,5.75,broken clouds
545,Marsh Harbour,BS,26.5412,-77.0636,84.07,74,14,16.55,few clouds
546,Loikaw,MM,19.6742,97.2094,70.61,95,95,3.24,overcast clouds
547,Leshukonskoye,RU,64.8989,45.7622,62.98,100,100,3.62,moderate rain
548,Ndola,ZM,-12.9587,28.6366,56.73,33,0,1.23,clear sky
549,Egvekinot,RU,66.3167,-179.1667,38.07,83,85,2.98,overcast clouds
550,Sambava,MG,-14.2667,50.1667,70.9,89,3,8.16,clear sky
551,Oga,IT,46.4631,10.347,73.24,66,63,4.7,broken clouds
552,Venado,MX,22.9333,-101.0833,72.86,37,6,6.04,clear sky
553,Lixourion,GR,38.2019,20.4314,83.95,69,0,2.53,clear sky
554,Aneho,TG,6.2333,1.6,80.8,77,51,12.8,broken clouds
555,Kostomuksha,RU,64.571,30.5767,63.63,71,100,3.11,overcast clouds
556,Gravdal,NO,68.1214,13.5031,55.08,86,75,6.55,broken clouds
557,Aklavik,CA,68.2191,-135.0107,56.23,93,90,5.75,light intensity drizzle
558,Bone,DE,51.9669,12.1396,81.37,41,92,4.74,overcast clouds
559,Gornja Koprivna,BA,45.0119,15.9572,82.29,39,3,4.94,clear sky
560,Kalmunai,LK,7.4167,81.8167,82.89,80,100,6.24,overcast clouds
561,Toora-Khem,RU,52.4675,96.11,55.13,84,23,1.3,few clouds
562,Scarborough,GB,54.2797,-0.4044,72.54,53,100,1.99,overcast clouds
563,Yaan,NG,7.3833,8.5667,73.67,92,100,5.35,light rain
564,Libreville,GA,0.3925,9.4537,80.62,78,20,9.22,few clouds
565,Launceston,AU,-41.45,147.1667,50.81,88,90,4.0,overcast clouds
566,Vaitape,PF,-16.5167,-151.75,78.42,69,20,13.11,few clouds
567,Itaberaba,BR,-12.5275,-40.3069,89.98,24,46,6.93,scattered clouds
568,Nuuk,GL,64.1835,-51.7216,49.51,71,59,2.24,broken clouds
569,Buchanan,LR,5.8808,-10.0467,76.96,91,100,9.26,moderate rain
570,Ambilobe,MG,-13.2,49.05,73.4,65,32,5.61,scattered clouds
571,Makakilo City,US,21.3469,-158.0858,75.69,79,52,8.28,broken clouds
572,Mutoko,ZW,-17.397,32.2268,60.55,42,0,5.23,clear sky
573,Celestun,MX,20.8667,-90.4,88.16,57,15,5.66,few clouds
574,Nhulunbuy,AU,-12.2333,136.7667,72.21,94,3,4.61,clear sky
575,Kemijarvi,FI,66.7131,27.4306,63.55,66,94,3.96,overcast clouds
576,Sobolevo,RU,54.4299,31.8996,62.74,77,71,10.45,broken clouds
577,Giaginskaya,RU,44.8621,40.0719,70.0,96,86,1.74,light rain
578,Pudozh,RU,61.8099,36.5345,60.42,96,100,8.14,light rain
579,Rajapur,IN,25.3833,81.15,85.96,70,96,3.36,overcast clouds
580,Kambove,CD,-10.8764,26.5969,67.1,24,0,2.06,clear sky
581,Kavaratti,IN,10.5669,72.642,82.09,79,100,14.09,overcast clouds
582,Hanna,CA,51.6334,-111.9018,69.87,37,33,5.99,scattered clouds
583,Utica,US,43.1009,-75.2327,87.31,76,64,3.0,broken clouds
584,Kalnibolotskaya,RU,46.0058,40.4568,77.94,68,56,9.78,broken clouds
585,Sumbe,AO,-11.2061,13.8437,72.19,85,14,7.87,few clouds
586,Broken Hill,AU,-31.95,141.4333,42.51,65,34,0.0,scattered clouds
587,Panukulan,PH,14.9333,121.8144,81.7,78,100,0.72,overcast clouds
588,Mareeba,AU,-17.0,145.4333,66.43,84,62,2.46,broken clouds
589,Beringovskiy,RU,63.05,179.3167,43.75,87,100,3.85,overcast clouds
590,Concordia,AR,-31.393,-58.0209,57.27,58,75,0.0,broken clouds
591,Waingapu,ID,-9.6567,120.2641,76.75,86,25,7.9,scattered clouds
592,Stornoway,GB,58.2093,-6.3865,58.96,77,40,21.85,moderate rain
593,Belmonte,BR,-15.8631,-38.8828,78.8,61,57,7.72,broken clouds
594,Selfoss,IS,63.9331,-20.9971,65.05,72,91,6.62,overcast clouds
595,Campos,BR,-21.75,-41.3,73.45,68,75,6.91,broken clouds
596,Dwarka,IN,22.2394,68.9678,81.52,77,100,14.99,overcast clouds
597,Puerto El Triunfo,SV,13.2833,-88.55,87.26,62,23,5.66,few clouds
598,Trairi,BR,-3.2778,-39.2689,86.18,60,13,17.81,few clouds
599,Marilia,BR,-22.2139,-49.9458,83.23,30,1,4.72,clear sky
600,Mokhsogollokh,RU,61.4681,128.9203,66.31,79,65,3.36,broken clouds
601,Constitucion,CL,-35.3333,-72.4167,56.03,66,1,6.82,clear sky
602,Cayenne,GF,4.9333,-52.3333,86.04,79,79,4.0,broken clouds
603,Barguzin,RU,53.6167,109.6167,60.8,82,7,4.85,clear sky
604,Xining,CN,36.6167,101.7667,53.71,78,86,3.51,overcast clouds
605,Neryungri,RU,56.6709,124.6491,52.47,86,23,2.57,few clouds
606,Badarganj,BD,25.674,89.0549,81.75,89,100,8.81,overcast clouds
607,Ahuimanu,US,21.4447,-157.8378,76.86,77,40,10.36,scattered clouds
608,Ridgecrest,US,35.6225,-117.6709,90.68,20,12,3.0,few clouds
609,Balaguer,ES,41.7912,0.8109,104.4,33,24,8.52,few clouds
610,Da Lat,VN,11.9465,108.4419,61.74,97,100,2.51,overcast clouds
611,Bernalda,IT,40.4128,16.692,94.86,30,27,5.55,scattered clouds
612,Jiaojiang,CN,28.6803,121.4428,77.83,97,100,4.56,light rain
613,Paso De Los Toros,UY,-32.8167,-56.5167,50.34,63,1,6.33,clear sky
614,Menongue,AO,-14.6585,17.691,70.27,12,0,5.08,clear sky
615,Yerbogachen,RU,61.2767,108.0108,60.84,68,53,3.31,broken clouds
616,Zeya,RU,53.75,127.2667,57.85,82,79,2.59,broken clouds
617,Petrovsk,RU,52.3064,45.3917,82.56,30,17,11.18,few clouds
618,Yulin,CN,22.6333,110.15,79.32,93,100,4.7,overcast clouds
619,Nouadhibou,MR,20.931,-17.0347,71.17,79,2,27.4,clear sky
620,Virginia Beach,US,36.8529,-75.978,94.05,63,1,9.22,clear sky
621,Nizwa,OM,22.9333,57.5333,98.55,23,52,3.15,broken clouds
622,Taunggyi,MM,20.7833,97.0333,65.01,96,96,3.27,overcast clouds
623,Udachnyy,RU,66.4167,112.4,62.06,54,100,3.78,overcast clouds
624,Jhargram,IN,22.45,86.9833,84.25,81,100,2.55,overcast clouds
625,Okha,RU,53.5739,142.9478,52.79,87,3,9.24,clear sky
626,Praia Da Vitoria,PT,38.7333,-27.0667,80.85,65,40,22.93,scattered clouds
627,Gobabis,NA,-22.45,18.9667,68.83,18,5,13.04,clear sky
628,Half Moon Bay,US,37.4636,-122.4286,80.58,75,75,1.01,broken clouds
629,Lanzhou,CN,36.0564,103.7922,60.08,51,98,5.7,overcast clouds
630,Genhe,CN,50.7833,121.5167,54.88,94,83,1.28,broken clouds
631,Beloha,MG,-25.1667,45.05,66.42,77,0,8.03,clear sky
632,Margherita,IN,27.2833,95.6833,76.59,99,100,1.14,overcast clouds
633,Tonantins,BR,-2.8731,-67.8022,92.88,46,76,1.7,broken clouds
634,Gat,IL,31.61,34.7642,87.4,37,0,9.1,clear sky
635,Boguchany,RU,58.3814,97.4531,58.89,92,100,1.52,overcast clouds
636,Sao Felix Do Xingu,BR,-6.6447,-51.995,101.1,19,9,4.0,clear sky
637,Ayan,RU,56.45,138.1667,63.01,74,7,3.22,clear sky
638,Necochea,AR,-38.5473,-58.7368,51.04,43,0,4.03,clear sky
639,Zhigalovo,RU,54.8097,105.1578,66.56,65,93,2.68,overcast clouds
640,Karpogory,RU,64.0019,44.4451,63.03,99,100,4.0,light rain
641,Vanavara,RU,60.34,102.2797,63.63,55,78,4.05,broken clouds
642,Vigrestad,NO,58.5667,5.7,66.96,81,67,8.99,broken clouds
643,Vanimo,PG,-2.6741,141.3028,78.73,88,94,5.12,overcast clouds
644,Mitu,CO,1.1983,-70.1733,77.18,84,100,2.77,overcast clouds
645,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,65.23,20,76,6.49,broken clouds
646,Cove,BJ,7.221,2.3402,79.9,76,89,8.39,light rain
647,Amahai,ID,-3.3333,128.9167,77.22,89,83,5.01,broken clouds
648,Puerto Leguizamo,CO,-0.1934,-74.7819,74.26,96,94,1.28,overcast clouds
649,Ambanja,MG,-13.6833,48.45,72.07,89,72,1.23,light rain
650,Siniscola,IT,40.5719,9.6922,87.35,43,48,5.06,scattered clouds
651,Luderitz,NA,-26.6481,15.1594,59.56,63,45,30.09,scattered clouds
652,Joniskelis,LT,56.0253,24.1689,70.75,76,49,6.64,scattered clouds
653,Ghanzi,BW,-21.5667,21.7833,68.99,18,0,6.2,clear sky
654,Tuatapere,NZ,-46.1333,167.6833,45.82,92,11,4.23,few clouds
655,Husavik,IS,66.0449,-17.3389,55.31,86,90,6.02,overcast clouds
656,Narrabri,AU,-30.3167,149.7833,55.49,58,75,9.22,broken clouds
657,Lamar,US,33.6668,-95.5836,93.63,61,56,9.91,broken clouds
658,Scalea,IT,39.813,15.7956,97.34,65,16,0.58,few clouds
659,Phan Thiet,VN,10.9333,108.1,78.4,90,100,6.15,overcast clouds
660,Amga,RU,60.8953,131.9608,61.36,71,50,1.45,scattered clouds
661,Salisbury,GB,51.0693,-1.7957,70.63,75,75,13.8,broken clouds
662,Tabuk,PH,17.4189,121.4443,74.97,85,100,1.74,overcast clouds
663,Korla,CN,41.7597,86.1469,85.17,23,4,4.27,clear sky
664,Takaka,NZ,-40.85,172.8,56.97,85,100,13.78,light rain
665,Durban,ZA,-29.8579,31.0292,67.12,73,36,11.01,scattered clouds
666,Ahipara,NZ,-35.1667,173.1667,54.39,78,100,12.77,overcast clouds
667,Moose Factory,CA,51.2585,-80.6094,75.2,50,20,17.27,few clouds
668,Lufilufi,WS,-13.8745,-171.5986,71.38,76,15,11.07,few clouds
669,Tres Arroyos,AR,-38.3739,-60.2798,53.19,37,0,7.63,clear sky
670,Mikhaylovka,RU,50.06,43.2379,81.39,55,77,14.83,broken clouds
671,Atlantis,ZA,-33.5667,18.4834,52.09,75,6,17.0,clear sky
672,Yabelo,ET,4.8833,38.0833,68.77,48,88,5.86,overcast clouds
673,Coquimbo,CL,-29.9533,-71.3436,53.33,76,90,2.3,overcast clouds
674,Menzelinsk,RU,55.7271,53.1026,74.44,35,4,9.46,clear sky
675,Astana,KZ,51.1801,71.446,55.35,94,90,17.9,overcast clouds
676,Hobyo,SO,5.3505,48.5268,76.77,83,7,24.43,clear sky
677,Verkhnevilyuysk,RU,63.4453,120.3167,61.74,63,26,2.86,scattered clouds
